Date,Close
5-Feb-02,22.13
6-Feb-02,20.68
7-Feb-02,20.76
8-Feb-02,20.16
25-Feb-02,25.16
26-Feb-02,24.89
27-Feb-02,24.98
28-Feb-02,25.4
1-Mar-02,24.82
4-Mar-02,25.86
5-Mar-02,25.37
6-Mar-02,24.16
7-Mar-02,22.51
8-Mar-02,21.77
11-Mar-02,22.17
12-Mar-02,21.72
13-Mar-02,21.51
14-Mar-02,21.64
15-Mar-02,21.47
18-Mar-02,22.15
19-Mar-02,21.98
20-Mar-02,22.06
21-Mar-02,21.3
22-Mar-02,19.66
25-Mar-02,19.99
26-Mar-02,20.03
27-Mar-02,19.87
28-Mar-02,20.06
29-Mar-02,20.06
1-Apr-02,20.06
2-Apr-02,21.87
3-Apr-02,21.55
4-Apr-02,21.24
5-Apr-02,21.24
8-Apr-02,21.79
9-Apr-02,21.5
10-Apr-02,21.48
11-Apr-02,21.66
12-Apr-02,21.6
15-Apr-02,21.89
16-Apr-02,21.62
17-Apr-02,21.42
18-Apr-02,20.76
19-Apr-02,19.92
22-Apr-02,19.56
23-Apr-02,19.48
24-Apr-02,19.83
25-Apr-02,19.66
26-Apr-02,19.18
29-Apr-02,20.5
30-Apr-02,20.81
8-May-02,21.44
9-May-02,22.24
10-May-02,21.57
13-May-02,21.91
14-May-02,21.59
15-May-02,21.47
16-May-02,20.78
17-May-02,19.81
20-May-02,19.81
21-May-02,20.96
22-May-02,19.93
23-May-02,19.88
24-May-02,19.46
27-May-02,20.2
28-May-02,20.19
29-May-02,19.96
30-May-02,20.12
31-May-02,19.73
3-Jun-02,20.06
4-Jun-02,20.16
5-Jun-02,19.53
6-Jun-02,18.7
7-Jun-02,18.79
10-Jun-02,19.52
11-Jun-02,19.04
12-Jun-02,18.75
13-Jun-02,18.69
14-Jun-02,19.09
17-Jun-02,20.13
18-Jun-02,20.05
19-Jun-02,21.11
20-Jun-02,20.19
21-Jun-02,20.89
24-Jun-02,21.4
25-Jun-02,21.67
26-Jun-02,26.39
27-Jun-02,24.36
28-Jun-02,23.51
1-Jul-02,23.51
2-Jul-02,24.03
3-Jul-02,23.78
4-Jul-02,23.12
5-Jul-02,22.47
8-Jul-02,23.03
9-Jul-02,23.08
10-Jul-02,23.32
11-Jul-02,24.57
12-Jul-02,24.42
15-Jul-02,25.72
16-Jul-02,26.42
17-Jul-02,26.84
18-Jul-02,26.56
19-Jul-02,27.43
22-Jul-02,27.81
23-Jul-02,28.22
24-Jul-02,34.38
25-Jul-02,36.37
26-Jul-02,35.93
29-Jul-02,33.75
30-Jul-02,32.72
31-Jul-02,29.83
1-Aug-02,29.25
2-Aug-02,29.92
5-Aug-02,29.72
6-Aug-02,30.41
7-Aug-02,29.27
8-Aug-02,28.85
9-Aug-02,28.07
12-Aug-02,28.46
13-Aug-02,27.77
14-Aug-02,27.96
15-Aug-02,26.87
16-Aug-02,25.48
19-Aug-02,25.46
20-Aug-02,24.91
21-Aug-02,25
22-Aug-02,24.55
23-Aug-02,23.64
26-Aug-02,24.16
27-Aug-02,24.64
28-Aug-02,24.84
29-Aug-02,25.03
30-Aug-02,24.71
2-Sep-02,25.07
3-Sep-02,24.8
4-Sep-02,24.53
5-Sep-02,24.92
6-Sep-02,24.74
9-Sep-02,25.39
10-Sep-02,24.77
11-Sep-02,24.34
12-Sep-02,23.67
13-Sep-02,24.42
16-Sep-02,25.99
17-Sep-02,25.33
18-Sep-02,25.75
19-Sep-02,26.13
20-Sep-02,27.36
23-Sep-02,28.02
24-Sep-02,28.66
25-Sep-02,29.15
26-Sep-02,28.85
27-Sep-02,28.65
8-Oct-02,28.83
9-Oct-02,28.53
10-Oct-02,27.79
11-Oct-02,26.99
14-Oct-02,26.99
15-Oct-02,25.78
16-Oct-02,26.13
17-Oct-02,25.59
18-Oct-02,25.01
21-Oct-02,25
22-Oct-02,24.33
23-Oct-02,23.35
24-Oct-02,23.74
25-Oct-02,24.18
28-Oct-02,24.2
29-Oct-02,26.13
30-Oct-02,25.9
31-Oct-02,26.38
1-Nov-02,25.53
4-Nov-02,25.52
5-Nov-02,25.67
6-Nov-02,25.45
7-Nov-02,25.05
8-Nov-02,24.63
11-Nov-02,24.85
12-Nov-02,24.71
13-Nov-02,24.03
14-Nov-02,23.44
15-Nov-02,22.51
18-Nov-02,22.56
19-Nov-02,22.03
20-Nov-02,21.2
21-Nov-02,19.91
22-Nov-02,20.03
25-Nov-02,20.01
26-Nov-02,20.22
27-Nov-02,19.58
28-Nov-02,18.73
29-Nov-02,18.4
2-Dec-02,18.92
3-Dec-02,18.58
4-Dec-02,19.86
5-Dec-02,19.64
6-Dec-02,19.24
9-Dec-02,19.13
10-Dec-02,18.96
11-Dec-02,18.32
12-Dec-02,18.15
13-Dec-02,17.76
16-Dec-02,18.23
17-Dec-02,18.31
18-Dec-02,18.93
19-Dec-02,16.9
20-Dec-02,16.65
23-Dec-02,16.64
24-Dec-02,16.38
25-Dec-02,16.38
26-Dec-02,16.38
27-Dec-02,16.76
30-Dec-02,19.48
31-Dec-02,19.14
2-Jan-03,19.22
3-Jan-03,19.04
6-Jan-03,18.86
7-Jan-03,19.07
8-Jan-03,18.45
9-Jan-03,17.46
10-Jan-03,17.06
13-Jan-03,17.43
14-Jan-03,17.43
15-Jan-03,16.52
16-Jan-03,17.5
17-Jan-03,18.29
20-Jan-03,18.59
21-Jan-03,18.67
22-Jan-03,18.02
23-Jan-03,19.44
24-Jan-03,20.24
27-Jan-03,22.13
28-Jan-03,22.03
29-Jan-03,22.56
10-Feb-03,22.86
11-Feb-03,22.15
12-Feb-03,21.54
13-Feb-03,21.86
14-Feb-03,22.23
17-Feb-03,22.22
18-Feb-03,21.65
19-Feb-03,21.06
20-Feb-03,20.77
21-Feb-03,19.67
24-Feb-03,20.19
25-Feb-03,20.23
26-Feb-03,19.9
27-Feb-03,18.98
28-Feb-03,18.61
3-Mar-03,19.18
4-Mar-03,19.57
5-Mar-03,19.8
6-Mar-03,20.71
7-Mar-03,21.05
10-Mar-03,21.95
11-Mar-03,22.13
12-Mar-03,21.8
13-Mar-03,21.01
14-Mar-03,20.87
17-Mar-03,22.83
18-Mar-03,22.01
19-Mar-03,21.4
20-Mar-03,22.52
21-Mar-03,22.6
24-Mar-03,23.81
25-Mar-03,22.91
26-Mar-03,22.47
27-Mar-03,23.7
28-Mar-03,22.39
31-Mar-03,24.31
1-Apr-03,23.53
2-Apr-03,23.17
3-Apr-03,22.84
4-Apr-03,22.85
7-Apr-03,21.74
8-Apr-03,21.56
9-Apr-03,21.7
10-Apr-03,21.26
11-Apr-03,20.73
14-Apr-03,21.4
15-Apr-03,20.61
16-Apr-03,20.08
17-Apr-03,19.99
18-Apr-03,19.99
21-Apr-03,19.99
22-Apr-03,20.98
23-Apr-03,20.81
24-Apr-03,20.13
25-Apr-03,20.44
28-Apr-03,21.49
29-Apr-03,20.75
30-Apr-03,20.79
12-May-03,17.1
13-May-03,17.37
14-May-03,17.6
15-May-03,17.34
16-May-03,16.94
19-May-03,17.17
20-May-03,17.4
21-May-03,17.8
22-May-03,17.79
23-May-03,17.76
26-May-03,17.53
27-May-03,18.47
28-May-03,19.55
29-May-03,19.8
30-May-03,19.12
2-Jun-03,19.12
3-Jun-03,19.51
4-Jun-03,19.51
5-Jun-03,19.74
6-Jun-03,19.55
9-Jun-03,19.81
10-Jun-03,20.34
11-Jun-03,19.97
12-Jun-03,19.76
13-Jun-03,18.71
16-Jun-03,19.78
17-Jun-03,19.62
18-Jun-03,19.37
19-Jun-03,19.12
20-Jun-03,18.67
23-Jun-03,19
24-Jun-03,19.48
25-Jun-03,19.54
26-Jun-03,19.36
27-Jun-03,19.34
30-Jun-03,20.06
1-Jul-03,20.06
2-Jul-03,20.44
3-Jul-03,20.37
4-Jul-03,20.36
7-Jul-03,20.68
8-Jul-03,20.39
9-Jul-03,19.93
10-Jul-03,19.55
11-Jul-03,19.3
14-Jul-03,19.08
15-Jul-03,19.7
16-Jul-03,19.48
17-Jul-03,20.21
18-Jul-03,20.15
21-Jul-03,20.56
22-Jul-03,20.01
23-Jul-03,20.14
24-Jul-03,19.82
25-Jul-03,19.91
28-Jul-03,19.76
29-Jul-03,19.45
30-Jul-03,20.09
31-Jul-03,20.05
1-Aug-03,19.51
4-Aug-03,20.59
5-Aug-03,20.46
6-Aug-03,21.07
7-Aug-03,20.32
8-Aug-03,19.45
11-Aug-03,19.36
12-Aug-03,19.27
13-Aug-03,18.48
14-Aug-03,18.34
15-Aug-03,18.23
18-Aug-03,18.92
19-Aug-03,18.8
20-Aug-03,18.63
21-Aug-03,18.71
22-Aug-03,18.87
25-Aug-03,20.67
26-Aug-03,21.68
27-Aug-03,20.46
28-Aug-03,19.94
29-Aug-03,19.38
1-Sep-03,19.28
2-Sep-03,19.34
3-Sep-03,18.19
4-Sep-03,17.73
5-Sep-03,17.69
8-Sep-03,18.13
9-Sep-03,18.65
10-Sep-03,19.54
11-Sep-03,19.46
12-Sep-03,19.46
15-Sep-03,19.76
16-Sep-03,20.24
17-Sep-03,19.72
18-Sep-03,20.73
19-Sep-03,21.82
22-Sep-03,24.93
23-Sep-03,23.3
24-Sep-03,23.37
25-Sep-03,24.63
26-Sep-03,24.74
29-Sep-03,25.77
30-Sep-03,24.6
8-Oct-03,24.38
9-Oct-03,24.31
10-Oct-03,23.51
13-Oct-03,24.73
14-Oct-03,25.16
15-Oct-03,24.16
16-Oct-03,24.38
17-Oct-03,23.93
20-Oct-03,23.96
21-Oct-03,23.65
22-Oct-03,23.56
23-Oct-03,25.69
24-Oct-03,25.82
27-Oct-03,26.36
28-Oct-03,26.78
29-Oct-03,27.49
30-Oct-03,27.53
31-Oct-03,26.72
3-Nov-03,26.51
4-Nov-03,26.09
5-Nov-03,25.67
6-Nov-03,26.89
7-Nov-03,25.73
10-Nov-03,26.52
11-Nov-03,26.4
12-Nov-03,26.28
13-Nov-03,25.57
14-Nov-03,25.75
17-Nov-03,26.91
18-Nov-03,26.94
19-Nov-03,26.95
20-Nov-03,28.92
21-Nov-03,28.54
24-Nov-03,27.49
25-Nov-03,26.56
26-Nov-03,25.97
27-Nov-03,25.17
28-Nov-03,24.35
1-Dec-03,24.14
2-Dec-03,23.02
3-Dec-03,22.09
4-Dec-03,22.07
5-Dec-03,21.22
8-Dec-03,21.91
9-Dec-03,20.95
10-Dec-03,20.86
11-Dec-03,20.69
12-Dec-03,19.8
15-Dec-03,20.96
16-Dec-03,20.97
17-Dec-03,21.87
18-Dec-03,21.85
19-Dec-03,20.68
22-Dec-03,21.34
23-Dec-03,21.57
24-Dec-03,21.11
25-Dec-03,21.11
26-Dec-03,21.11
29-Dec-03,22.47
30-Dec-03,22.54
31-Dec-03,22.15
2-Jan-04,21.91
5-Jan-04,22.7
6-Jan-04,22.08
7-Jan-04,21.69
8-Jan-04,21.57
9-Jan-04,20.78
12-Jan-04,21.64
13-Jan-04,21.39
14-Jan-04,21.01
15-Jan-04,20.8
16-Jan-04,20.21
29-Jan-04,23.09
30-Jan-04,23.09
2-Feb-04,23.73
3-Feb-04,22.47
4-Feb-04,22.15
5-Feb-04,21.56
6-Feb-04,20.88
9-Feb-04,20.58
10-Feb-04,21.02
11-Feb-04,20.87
12-Feb-04,20.83
13-Feb-04,20.23
16-Feb-04,21.24
17-Feb-04,20.94
18-Feb-04,20.48
19-Feb-04,19.47
20-Feb-04,20.27
23-Feb-04,20.6
24-Feb-04,19.99
25-Feb-04,20.06
26-Feb-04,19.74
27-Feb-04,19.23
1-Mar-04,19.88
2-Mar-04,19.79
3-Mar-04,19.72
4-Mar-04,19.53
5-Mar-04,19.3
8-Mar-04,18.9
9-Mar-04,19.02
10-Mar-04,19.35
11-Mar-04,20.37
12-Mar-04,21.48
15-Mar-04,21.29
16-Mar-04,21.32
17-Mar-04,20.95
18-Mar-04,21.01
19-Mar-04,20.68
22-Mar-04,21.11
23-Mar-04,21
24-Mar-04,20.54
25-Mar-04,20.72
26-Mar-04,20.57
29-Mar-04,21.32
30-Mar-04,20.56
31-Mar-04,20.4
1-Apr-04,20.17
2-Apr-04,19.55
5-Apr-04,19.55
6-Apr-04,19.46
7-Apr-04,19.71
8-Apr-04,19.84
9-Apr-04,19.84
12-Apr-04,19.84
13-Apr-04,20.29
14-Apr-04,22.64
15-Apr-04,23.77
16-Apr-04,23.65
19-Apr-04,23.99
20-Apr-04,24.02
21-Apr-04,24.35
22-Apr-04,24.86
23-Apr-04,23.78
26-Apr-04,25.32
27-Apr-04,24.66
28-Apr-04,24.37
29-Apr-04,24.24
30-Apr-04,24
10-May-04,24.12
11-May-04,23.84
12-May-04,23.71
13-May-04,24.12
14-May-04,24.91
17-May-04,27.34
18-May-04,26.17
19-May-04,25.82
20-May-04,26.85
21-May-04,25.06
24-May-04,24.25
25-May-04,23.7
26-May-04,23.7
27-May-04,22.62
28-May-04,23.2
31-May-04,23.92
1-Jun-04,24.97
2-Jun-04,24.32
3-Jun-04,25.87
4-Jun-04,25.5
7-Jun-04,24.54
8-Jun-04,24.35
9-Jun-04,25
10-Jun-04,24.24
11-Jun-04,24.52
14-Jun-04,27.58
15-Jun-04,27.21
16-Jun-04,26.95
17-Jun-04,27.11
18-Jun-04,27.57
21-Jun-04,28.69
22-Jun-04,28.69
23-Jun-04,28.41
24-Jun-04,26.86
25-Jun-04,25.68
28-Jun-04,25.13
29-Jun-04,25.19
30-Jun-04,23.89
1-Jul-04,23.89
2-Jul-04,23.91
5-Jul-04,23.66
6-Jul-04,23.04
7-Jul-04,22.94
8-Jul-04,23.32
9-Jul-04,22.71
12-Jul-04,22.22
13-Jul-04,22.07
14-Jul-04,21.99
15-Jul-04,21.2
16-Jul-04,20.29
19-Jul-04,20.04
20-Jul-04,19.93
21-Jul-04,18.74
22-Jul-04,17.72
23-Jul-04,17.93
26-Jul-04,18.63
27-Jul-04,19.31
28-Jul-04,18.85
29-Jul-04,19.67
30-Jul-04,19.04
2-Aug-04,19.6
3-Aug-04,18.38
4-Aug-04,18.55
5-Aug-04,17.4
6-Aug-04,17.64
9-Aug-04,18.78
10-Aug-04,18.6
11-Aug-04,18.22
12-Aug-04,17.99
13-Aug-04,18.31
16-Aug-04,19.38
17-Aug-04,18.73
18-Aug-04,18.8
19-Aug-04,18.43
20-Aug-04,18.71
23-Aug-04,18.72
24-Aug-04,18.07
25-Aug-04,19.8
26-Aug-04,19.55
27-Aug-04,18.51
30-Aug-04,18.38
31-Aug-04,17.82
1-Sep-04,18.24
2-Sep-04,18.29
3-Sep-04,17.46
6-Sep-04,17.37
7-Sep-04,17.28
8-Sep-04,17.19
9-Sep-04,17.99
10-Sep-04,17.38
13-Sep-04,17.5
14-Sep-04,17.26
15-Sep-04,17.16
16-Sep-04,16.37
17-Sep-04,16.53
20-Sep-04,16.45
21-Sep-04,15.2
22-Sep-04,14.74
23-Sep-04,15.9
24-Sep-04,16
27-Sep-04,17.49
28-Sep-04,15.48
29-Sep-04,15.48
30-Sep-04,14.35
8-Oct-04,15.39
11-Oct-04,16.3
12-Oct-04,16.66
13-Oct-04,16.78
14-Oct-04,17.04
15-Oct-04,16.83
18-Oct-04,17.11
19-Oct-04,16.34
20-Oct-04,16.08
21-Oct-04,16.64
22-Oct-04,16.64
25-Oct-04,18.35
26-Oct-04,18.15
27-Oct-04,17.75
28-Oct-04,16.57
29-Oct-04,16.5
1-Nov-04,16.86
2-Nov-04,16.63
3-Nov-04,16.05
4-Nov-04,15.39
5-Nov-04,14.26
8-Nov-04,14.75
9-Nov-04,14.53
10-Nov-04,14.14
11-Nov-04,13.92
12-Nov-04,13.69
15-Nov-04,14.72
16-Nov-04,15.35
17-Nov-04,15.21
18-Nov-04,15.41
19-Nov-04,15.7
22-Nov-04,15.88
23-Nov-04,17.11
24-Nov-04,16.71
25-Nov-04,16.87
26-Nov-04,16.93
29-Nov-04,16.79
30-Nov-04,16.5
1-Dec-04,16.57
2-Dec-04,16.03
3-Dec-04,15.93
6-Dec-04,16.87
7-Dec-04,16.81
8-Dec-04,16.95
9-Dec-04,16.87
10-Dec-04,16.99
13-Dec-04,16.74
14-Dec-04,16.55
15-Dec-04,16.71
16-Dec-04,16.55
17-Dec-04,16.66
20-Dec-04,17
21-Dec-04,16.9
22-Dec-04,16.71
23-Dec-04,15.91
24-Dec-04,15.6
27-Dec-04,15.6
28-Dec-04,17.09
29-Dec-04,16.31
30-Dec-04,16.92
31-Dec-04,16.18
4-Jan-05,16.92
5-Jan-05,17.85
6-Jan-05,17.54
7-Jan-05,18.98
10-Jan-05,18.11
11-Jan-05,17.58
12-Jan-05,16.16
13-Jan-05,15.55
14-Jan-05,15.3
17-Jan-05,15.03
18-Jan-05,14.88
19-Jan-05,14.08
20-Jan-05,14.78
21-Jan-05,14.33
24-Jan-05,14.86
25-Jan-05,14.53
26-Jan-05,14.69
27-Jan-05,15.22
28-Jan-05,15.08
31-Jan-05,14.43
1-Feb-05,14.32
2-Feb-05,14.19
3-Feb-05,13.95
4-Feb-05,12.78
16-Feb-05,13.59
17-Feb-05,14.01
18-Feb-05,13.69
21-Feb-05,14.05
22-Feb-05,14.18
23-Feb-05,14.02
24-Feb-05,13.79
25-Feb-05,12.99
28-Feb-05,13.69
1-Mar-05,13.39
2-Mar-05,14.3
3-Mar-05,14.45
4-Mar-05,14.17
7-Mar-05,14.13
8-Mar-05,14.06
9-Mar-05,13.96
10-Mar-05,14.02
11-Mar-05,13.93
14-Mar-05,14.07
15-Mar-05,14.16
16-Mar-05,14.38
17-Mar-05,14.17
18-Mar-05,13.96
21-Mar-05,14.06
22-Mar-05,14.44
23-Mar-05,15.73
24-Mar-05,15.54
25-Mar-05,15.54
28-Mar-05,15.54
29-Mar-05,17.66
30-Mar-05,16.82
31-Mar-05,16.74
1-Apr-05,16.27
4-Apr-05,15.85
5-Apr-05,15.85
6-Apr-05,15.44
7-Apr-05,15.06
8-Apr-05,14.53
11-Apr-05,14.77
12-Apr-05,14.51
13-Apr-05,13.81
14-Apr-05,14.2
15-Apr-05,15.26
18-Apr-05,17.31
19-Apr-05,16.1
20-Apr-05,15.63
21-Apr-05,15.37
22-Apr-05,14.89
25-Apr-05,15.29
26-Apr-05,15.28
27-Apr-05,15.7
28-Apr-05,15.26
29-Apr-05,15.6
9-May-05,14.94
10-May-05,14.67
11-May-05,15.09
12-May-05,14.78
13-May-05,14.1
16-May-05,14.1
17-May-05,15.36
18-May-05,14.88
19-May-05,14.41
20-May-05,14.15
23-May-05,14.38
24-May-05,13.81
25-May-05,14.28
26-May-05,13.63
27-May-05,12.96
30-May-05,12.88
31-May-05,12.78
1-Jun-05,12.79
2-Jun-05,12.61
3-Jun-05,12.41
6-Jun-05,12.28
7-Jun-05,11.95
8-Jun-05,11.76
9-Jun-05,11.8
10-Jun-05,11.21
13-Jun-05,11.6
14-Jun-05,11.68
15-Jun-05,11.6
16-Jun-05,11.49
17-Jun-05,11
20-Jun-05,11.4
21-Jun-05,10.86
22-Jun-05,11.4
23-Jun-05,11.89
24-Jun-05,11.82
27-Jun-05,12.53
28-Jun-05,12.17
29-Jun-05,11.53
30-Jun-05,11.72
1-Jul-05,11.72
4-Jul-05,11.57
5-Jul-05,11.42
6-Jul-05,11.09
7-Jul-05,11.84
8-Jul-05,12.41
11-Jul-05,12.02
12-Jul-05,12.14
13-Jul-05,12.18
14-Jul-05,12.52
15-Jul-05,13.33
18-Jul-05,13.97
19-Jul-05,13.75
20-Jul-05,13.54
21-Jul-05,12.17
22-Jul-05,11.18
25-Jul-05,11.6
26-Jul-05,11.78
27-Jul-05,11.67
28-Jul-05,12.1
29-Jul-05,11.94
1-Aug-05,12.38
2-Aug-05,12.18
3-Aug-05,12.2
4-Aug-05,12.14
5-Aug-05,12.62
8-Aug-05,12.61
9-Aug-05,12.71
10-Aug-05,12.56
11-Aug-05,12.41
12-Aug-05,12.31
15-Aug-05,12.94
16-Aug-05,13.31
17-Aug-05,13.45
18-Aug-05,15.69
19-Aug-05,15.05
22-Aug-05,15.44
23-Aug-05,16.18
24-Aug-05,16.42
25-Aug-05,16.31
26-Aug-05,15.76
29-Aug-05,17.59
30-Aug-05,16.88
31-Aug-05,16.46
1-Sep-05,15.68
2-Sep-05,14.83
5-Sep-05,14.95
6-Sep-05,14.91
7-Sep-05,14.49
8-Sep-05,14.45
9-Sep-05,13.78
12-Sep-05,13.8
13-Sep-05,14.27
14-Sep-05,14.46
15-Sep-05,14.06
16-Sep-05,13.76
19-Sep-05,13.76
20-Sep-05,13.85
21-Sep-05,13.7
22-Sep-05,14.1
23-Sep-05,14.08
26-Sep-05,13.99
27-Sep-05,14.09
28-Sep-05,13.99
29-Sep-05,14.04
30-Sep-05,13.68
10-Oct-05,15.25
11-Oct-05,15.25
12-Oct-05,16.52
13-Oct-05,15.77
14-Oct-05,16.31
17-Oct-05,16.85
18-Oct-05,16.39
19-Oct-05,17.75
20-Oct-05,17.16
21-Oct-05,16.1
24-Oct-05,17.67
25-Oct-05,18.5
26-Oct-05,18.62
27-Oct-05,18.85
28-Oct-05,20.67
31-Oct-05,19.26
1-Nov-05,18.21
2-Nov-05,17.26
3-Nov-05,17.25
4-Nov-05,17.19
7-Nov-05,19.11
8-Nov-05,17.93
9-Nov-05,17.03
10-Nov-05,16.63
11-Nov-05,16.1
14-Nov-05,16.78
15-Nov-05,16.54
16-Nov-05,16.07
17-Nov-05,15.65
18-Nov-05,15.34
21-Nov-05,15.88
22-Nov-05,15.07
23-Nov-05,14.59
24-Nov-05,14.67
25-Nov-05,13.74
28-Nov-05,14.09
29-Nov-05,14.52
30-Nov-05,14.67
