Date ,Close 
28-Feb-19,18.2775
1-Mar-19,16.275
5-Mar-19,15.6575
6-Mar-19,15.61
7-Mar-19,15.2925
8-Mar-19,14.94
11-Mar-19,14.895
12-Mar-19,15.0975
13-Mar-19,15.2775
14-Mar-19,15.15
15-Mar-19,15.865
18-Mar-19,16.9
19-Mar-19,16.4925
20-Mar-19,16.0325
22-Mar-19,16.275
25-Mar-19,16.6725
26-Mar-19,16.485
27-Mar-19,17.0475
28-Mar-19,16.6525
29-Mar-19,17.185
1-Apr-19,18.005
2-Apr-19,18.0825
3-Apr-19,18.7825
4-Apr-19,18.65
5-Apr-19,18.3925
8-Apr-19,20.1525
9-Apr-19,20.28
10-Apr-19,21.13
11-Apr-19,20.9575
12-Apr-19,20.9975
15-Apr-19,21.3875
16-Apr-19,21.6925
18-Apr-19,22.735
22-Apr-19,24.05
23-Apr-19,24.645
24-Apr-19,23.7125
25-Apr-19,23.2325
26-Apr-19,21.7175
30-Apr-19,21.8275
2-May-19,22.9825
3-May-19,24.0325
6-May-19,26.4325
7-May-19,26.4775
8-May-19,26.365
9-May-19,25.485
10-May-19,26.335
13-May-19,27.3825
14-May-19,27.1325
15-May-19,28.6575
16-May-19,28.37
17-May-19,28.075
20-May-19,23.675
21-May-19,25.6525
22-May-19,27.6325
23-May-19,19.405
24-May-19,16.4675
27-May-19,16.19
28-May-19,15.9225
29-May-19,16.4075
30-May-19,15.61
31-May-19,16.0675
3-Jun-19,15.9675
4-Jun-19,15.6275
6-Jun-19,15.525
7-Jun-19,14.8575
10-Jun-19,14.975
11-Jun-19,14.49
12-Jun-19,14.1225
13-Jun-19,13.66
14-Jun-19,13.895
17-Jun-19,14.65
18-Jun-19,14.6
19-Jun-19,14.73
20-Jun-19,14
21-Jun-19,14.61
24-Jun-19,15.2225
25-Jun-19,15.01
26-Jun-19,14.75
27-Jun-19,14.645
28-Jun-19,14.9525
1-Jul-19,14.6025
2-Jul-19,14.25
3-Jul-19,13.695
4-Jul-19,13.53
5-Jul-19,13.065
8-Jul-19,13.8525
9-Jul-19,13.6875
10-Jul-19,13.635
11-Jul-19,12.47
12-Jul-19,11.9975
15-Jul-19,12.02
16-Jul-19,11.56
17-Jul-19,11.8
18-Jul-19,11.75
19-Jul-19,12.515
22-Jul-19,13.01
23-Jul-19,13.4275
24-Jul-19,12.76
25-Jul-19,12.635
26-Jul-19,12.1325
29-Jul-19,13.0625
30-Jul-19,13.6125
31-Jul-19,13.59
1-Aug-19,14.5575
2-Aug-19,15.1875
5-Aug-19,16.585
6-Aug-19,16.12
7-Aug-19,16.74
8-Aug-19,16.0925
9-Aug-19,15.845
13-Aug-19,17.7775
14-Aug-19,16.3575
16-Aug-19,16.6475
19-Aug-19,16.7475
20-Aug-19,16.6325
21-Aug-19,17.0225
22-Aug-19,17.8525
23-Aug-19,17.3475
26-Aug-19,16.655
27-Aug-19,16.01
28-Aug-19,16.835
29-Aug-19,16.425
30-Aug-19,16.2825
3-Sep-19,18.055
4-Sep-19,17.235
5-Sep-19,17.2725
6-Sep-19,16.275
9-Sep-19,15.8525
11-Sep-19,15.3725
12-Sep-19,14.9
13-Sep-19,14.12
16-Sep-19,14.9525
17-Sep-19,16.0175
18-Sep-19,15.3525
19-Sep-19,15.55
20-Sep-19,15.4
23-Sep-19,16.7925
24-Sep-19,16.7325
25-Sep-19,16.17
26-Sep-19,16.3425
27-Sep-19,16.115
30-Sep-19,15.8725
1-Oct-19,16.7575
3-Oct-19,17.7025
4-Oct-19,17.58
7-Oct-19,17.83
9-Oct-19,17.155
10-Oct-19,17.2275
11-Oct-19,17.14
14-Oct-19,17.43
15-Oct-19,16.85
16-Oct-19,16.36
17-Oct-19,15.8775
18-Oct-19,15.9275
22-Oct-19,16.81
23-Oct-19,16.535
24-Oct-19,16.24
25-Oct-19,15.315
27-Oct-19,15.585
29-Oct-19,16.42
30-Oct-19,16.6575
31-Oct-19,16.28
1-Nov-19,15.7325
4-Nov-19,15.925
5-Nov-19,15.9175
6-Nov-19,15.775
7-Nov-19,15.2075
8-Nov-19,15.855
11-Nov-19,16.25
13-Nov-19,16.4625
14-Nov-19,15.65
15-Nov-19,15.03
18-Nov-19,15.755
19-Nov-19,15.4125
20-Nov-19,15.16
21-Nov-19,14.975
22-Nov-19,14.8725
25-Nov-19,15.0025
26-Nov-19,14.8375
27-Nov-19,14.6175
28-Nov-19,13.9875
29-Nov-19,13.8975
2-Dec-19,14.2025
3-Dec-19,14.5625
4-Dec-19,13.3225
5-Dec-19,14.305
6-Dec-19,13.64
9-Dec-19,14.5975
10-Dec-19,14.29
11-Dec-19,13.3775
12-Dec-19,13.3475
13-Dec-19,13.3
16-Dec-19,13.415
17-Dec-19,12.5175
18-Dec-19,12.3375
19-Dec-19,12.1225
20-Dec-19,12.325
23-Dec-19,11.9575
24-Dec-19,11.625
26-Dec-19,11.1225
27-Dec-19,10.525
30-Dec-19,11.0075
31-Dec-19,11.6675
1-Jan-20,11.5975
2-Jan-20,11.49
3-Jan-20,12.695
6-Jan-20,14.7775
7-Jan-20,14.61
8-Jan-20,15.64
9-Jan-20,13.9975
10-Jan-20,14.0775
13-Jan-20,14.275
14-Jan-20,13.9125
15-Jan-20,14.12
16-Jan-20,14.1825
17-Jan-20,14.1275
20-Jan-20,15.41
21-Jan-20,15.8625
22-Jan-20,16.36
23-Jan-20,15.855
24-Jan-20,15.56
27-Jan-20,17.175
28-Jan-20,17.2975
29-Jan-20,16.4975
30-Jan-20,16.7975
31-Jan-20,17.3675
31-Jan-20,17.3675
1-Feb-20,16.835
3-Feb-20,15.7825
4-Feb-20,14.38
5-Feb-20,14.1725
6-Feb-20,13.78
7-Feb-20,13.7475
10-Feb-20,14.21
11-Feb-20,13.88
12-Feb-20,13.6225
13-Feb-20,13.37
14-Feb-20,13.615
17-Feb-20,14.415
18-Feb-20,14.51
19-Feb-20,14.0225
20-Feb-20,13.7
24-Feb-20,16.9975
25-Feb-20,16.8975
26-Feb-20,18.26
27-Feb-20,17.765
28-Feb-20,23.235
2-Mar-20,25.2025
3-Mar-20,24.5425
4-Mar-20,24.225
5-Mar-20,23.2475
6-Mar-20,25.6425
9-Mar-20,30.8
11-Mar-20,31.555
12-Mar-20,41.1625
13-Mar-20,51.4725
16-Mar-20,58.875
17-Mar-20,62.925
18-Mar-20,63.955
19-Mar-20,72.1975
20-Mar-20,67.1
23-Mar-20,71.985
24-Mar-20,83.6075
25-Mar-20,77.625
26-Mar-20,71.5325
27-Mar-20,70.385
30-Mar-20,71.89
31-Mar-20,64.4075
1-Apr-20,60.0525
3-Apr-20,55.3025
7-Apr-20,51.8
8-Apr-20,52.2425
9-Apr-20,49.745
13-Apr-20,51.4575
15-Apr-20,49.735
16-Apr-20,46.095
17-Apr-20,42.5925
20-Apr-20,43.455
21-Apr-20,45.1975
22-Apr-20,42.8225
23-Apr-20,39.23
24-Apr-20,39.1175
27-Apr-20,38.0425
28-Apr-20,35.355
29-Apr-20,33.8375
30-Apr-20,33.9875
4-May-20,43.67
5-May-20,43.6075
6-May-20,41.2475
7-May-20,39.93
8-May-20,38.4075
11-May-20,38.0375
12-May-20,38.205
13-May-20,38.835
14-May-20,38.1825
15-May-20,38.0175
18-May-20,40.915
19-May-20,39.4525
20-May-20,35.81
21-May-20,32.985
22-May-20,32.3775
26-May-20,31.47
27-May-20,31.2725
28-May-20,30.0175
29-May-20,30.22
1-Jun-20,30.7425
2-Jun-20,30.115
3-Jun-20,30.0425
4-Jun-20,29.69
5-Jun-20,28.68
8-Jun-20,29.6475
9-Jun-20,30.205
10-Jun-20,29.4375
11-Jun-20,29.66
12-Jun-20,30.8225
15-Jun-20,32.5775
16-Jun-20,32.965
17-Jun-20,33.355
18-Jun-20,31.455
19-Jun-20,29.965
22-Jun-20,30.46
23-Jun-20,29.34
24-Jun-20,29.5775
25-Jun-20,29.7275
26-Jun-20,28.735
29-Jun-20,28.91
30-Jun-20,29.1175
1-Jul-20,28.1175
2-Jul-20,26.5075
3-Jul-20,25.7675
6-Jul-20,25.1975
7-Jul-20,25.1025
8-Jul-20,26.1
9-Jul-20,24.9125
10-Jul-20,24.9425
13-Jul-20,25.2525
14-Jul-20,26.6375
15-Jul-20,26.29
16-Jul-20,25.3625
17-Jul-20,24.1575
20-Jul-20,24.7125
21-Jul-20,24.4275
22-Jul-20,24.885
23-Jul-20,24.64
24-Jul-20,24.535
27-Jul-20,25.0175
28-Jul-20,23.6425
29-Jul-20,24.1125
30-Jul-20,24.7275
31-Jul-20,24.1925
3-Aug-20,25.185
